demo run with success.

log:

1.22857 0.19878 0.54001 0.17720
1.23095 0.19926 0.54008 0.17890
1.23333 0.19978 0.54014 0.18061
1.23571 0.20033 0.54021 0.18231
1.23810 0.20091 0.54028 0.18401
1.24048 0.20152 0.54034 0.18569
1.24286 0.20215 0.54041 0.18738
1.24524 0.20281 0.54048 0.18905
1.24762 0.20350 0.54055 0.19071
1.25000 0.20421 0.54061 0.19237
1.25238 0.20495 0.54068 0.19401
1.25476 0.20571 0.54075 0.19563
1.25714 0.20649 0.54082 0.19725
1.25952 0.20729 0.54088 0.19884
1.26190 0.20811 0.54095 0.20042
1.26429 0.20894 0.54101 0.20198
1.26667 0.20980 0.54107 0.20352
1.26905 0.21067 0.54113 0.20505
1.27143 0.21156 0.54119 0.20655
1.27381 0.21246 0.54125 0.20802
1.27619 0.21338 0.54131 0.20948
1.27857 0.21430 0.54137 0.21091
1.28095 0.21524 0.54142 0.21232
1.28333 0.21620 0.54148 0.21370
1.28571 0.21716 0.54153 0.21505
1.28810 0.21813 0.54158 0.21638
1.29048 0.21911 0.54163 0.21768
1.29286 0.22010 0.54167 0.21895
1.29524 0.22109 0.54172 0.22020
1.29762 0.22210 0.54176 0.22141
1.30000 0.22311 0.54180 0.22260
1.30238 0.22413 0.54185 0.22376
1.30476 0.22515 0.54189 0.22488
1.30714 0.22618 0.54192 0.22598
1.30952 0.22721 0.54196 0.22704
1.31190 0.22825 0.54200 0.22807
1.31429 0.22929 0.54204 0.22907
1.31667 0.23034 0.54207 0.23004
1.31905 0.23139 0.54211 0.23098
1.32143 0.23244 0.54214 0.23188
1.32381 0.23350 0.54218 0.23274
1.32619 0.23456 0.54222 0.23357
1.32857 0.23562 0.54226 0.23437
1.33095 0.23669 0.54230 0.23513
1.33333 0.23776 0.54234 0.23585
1.33571 0.23883 0.54238 0.23654
1.33810 0.23990 0.54242 0.23719
1.34048 0.24098 0.54247 0.23780
1.34286 0.24205 0.54252 0.23837
1.34524 0.24313 0.54258 0.23891
1.34762 0.24422 0.54263 0.23940
1.35000 0.24530 0.54269 0.23985
1.35238 0.24639 0.54276 0.24027
1.35476 0.24748 0.54283 0.24064
1.35714 0.24857 0.54290 0.24097
1.35952 0.24966 0.54298 0.24126
1.36190 0.25075 0.54307 0.24150
1.36429 0.25185 0.54315 0.24171
1.36667 0.25295 0.54325 0.24187
1.36905 0.25404 0.54335 0.24200
1.37143 0.25514 0.54345 0.24208
1.37381 0.25625 0.54357 0.24212
1.37619 0.25735 0.54368 0.24211
1.37857 0.25845 0.54380 0.24207
1.38095 0.25956 0.54393 0.24198
1.38333 0.26067 0.54407 0.24186
1.38571 0.26177 0.54421 0.24169
1.38810 0.26288 0.54435 0.24148
1.39048 0.26399 0.54450 0.24123
1.39286 0.26510 0.54466 0.24094
1.39524 0.26621 0.54482 0.24061
1.39762 0.26732 0.54498 0.24025
1.40000 0.26844 0.54516 0.23984
1.40238 0.26955 0.54533 0.23939
1.40476 0.27067 0.54551 0.23891
1.40714 0.27178 0.54570 0.23839
1.40952 0.27290 0.54589 0.23783
1.41190 0.27401 0.54608 0.23723
1.41429 0.27513 0.54628 0.23659
1.41667 0.27625 0.54648 0.23592
1.41905 0.27737 0.54668 0.23521
1.42143 0.27849 0.54689 0.23447
1.42381 0.27961 0.54709 0.23368
1.42619 0.28073 0.54730 0.23287
1.42857 0.28185 0.54752 0.23202
1.43095 0.28297 0.54773 0.23113
1.43333 0.28409 0.54795 0.23021
1.43571 0.28521 0.54817 0.22925
1.43810 0.28634 0.54838 0.22826
1.44048 0.28746 0.54860 0.22724
1.44286 0.28859 0.54882 0.22618
1.44524 0.28971 0.54904 0.22509
1.44762 0.29083 0.54926 0.22397
1.45000 0.29196 0.54948 0.22282
1.45238 0.29308 0.54970 0.22164
1.45476 0.29421 0.54992 0.22042
1.45714 0.29533 0.55014 0.21918
1.45952 0.29645 0.55035 0.21790
1.46190 0.29757 0.55057 0.21660
1.46429 0.29869 0.55078 0.21527
1.46667 0.29981 0.55099 0.21391
1.46905 0.30092 0.55120 0.21252
1.47143 0.30204 0.55141 0.21110
1.47381 0.30315 0.55162 0.20966
1.47619 0.30425 0.55182 0.20819
1.47857 0.30535 0.55202 0.20670
1.48095 0.30645 0.55222 0.20518
1.48333 0.30754 0.55241 0.20363
1.48571 0.30863 0.55260 0.20206
1.48810 0.30971 0.55279 0.20046
1.49048 0.31078 0.55297 0.19884
1.49286 0.31184 0.55315 0.19719
1.49524 0.31289 0.55332 0.19553
1.49762 0.31393 0.55349 0.19383
1.50000 0.31497 0.55366 0.19212
1.50238 0.31599 0.55381 0.19038
1.50476 0.31700 0.55396 0.18862
1.50714 0.31799 0.55411 0.18684
1.50952 0.31897 0.55425 0.18503
1.51190 0.31993 0.55438 0.18321
1.51429 0.32088 0.55451 0.18136
1.51667 0.32182 0.55462 0.17949
1.51905 0.32273 0.55473 0.17760
1.52143 0.32363 0.55484 0.17569
1.52381 0.32451 0.55493 0.17376
1.52619 0.32537 0.55502 0.17181
1.52857 0.32621 0.55510 0.16985
1.53095 0.32703 0.55517 0.16786
1.53333 0.32783 0.55523 0.16586
1.53571 0.32861 0.55528 0.16383
1.53810 0.32937 0.55533 0.16179
1.54048 0.33011 0.55536 0.15974
1.54286 0.33083 0.55539 0.15767
1.54524 0.33153 0.55541 0.15558
1.54762 0.33220 0.55542 0.15348
1.55000 0.33286 0.55542 0.15136
1.55238 0.33349 0.55542 0.14924
1.55476 0.33411 0.55541 0.14710
1.55714 0.33470 0.55538 0.14494
1.55952 0.33527 0.55535 0.14278
1.56190 0.33582 0.55531 0.14061
1.56429 0.33636 0.55527 0.13843
1.56667 0.33687 0.55521 0.13625
1.56905 0.33736 0.55515 0.13405
1.57143 0.33784 0.55508 0.13185
1.57381 0.33830 0.55501 0.12965
1.57619 0.33873 0.55493 0.12745
1.57857 0.33916 0.55484 0.12524
1.58095 0.33956 0.55474 0.12303
1.58333 0.33995 0.55464 0.12083
1.58571 0.34032 0.55453 0.11863
1.58810 0.34068 0.55441 0.11643
1.59048 0.34103 0.55429 0.11423
1.59286 0.34136 0.55417 0.11205
1.59524 0.34167 0.55403 0.10986
1.59762 0.34197 0.55390 0.10769
1.60000 0.34226 0.55375 0.10553
1.60238 0.34254 0.55361 0.10337
1.60476 0.34281 0.55346 0.10123
1.60714 0.34306 0.55330 0.09910
1.60952 0.34331 0.55314 0.09699
1.61190 0.34354 0.55298 0.09489
1.61429 0.34377 0.55281 0.09280
1.61667 0.34398 0.55264 0.09073
1.61905 0.34419 0.55246 0.08867
1.62143 0.34438 0.55228 0.08663
1.62381 0.34457 0.55210 0.08461
1.62619 0.34475 0.55191 0.08260
1.62857 0.34491 0.55172 0.08061
1.63095 0.34507 0.55153 0.07865
1.63333 0.34522 0.55134 0.07669
1.63571 0.34537 0.55114 0.07476
1.63810 0.34550 0.55094 0.07285
1.64048 0.34562 0.55073 0.07095
1.64286 0.34573 0.55053 0.06908
1.64524 0.34584 0.55032 0.06722
1.64762 0.34593 0.55010 0.06539
1.65000 0.34602 0.54989 0.06357
1.65238 0.34609 0.54967 0.06177
1.65476 0.34615 0.54945 0.05999
1.65714 0.34620 0.54923 0.05823
